áTaçfì‡ (124-A4),,,,,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã],,,
16.4,2.73,0.37,26.8,-58,,,
17.5,2.98,0.44,35.3,-43.6,,,
18.6,3.03,0.51,41.7,-26.2,,,
19.6,3.06,0.54,44.7,-6,,,
19.1,0.97,1.12,43.9,14.9,,,
20.1,0.97,1,39.3,34.1,,,
18.7,1.8,0.68,31.9,50.1,,,
18,2.01,0.43,22.7,63.5,,,
17.4,1.01,0.28,12.4,74.9,,,
14.8,0.77,0.06,1.6,85.4,,,
13.5,0,0,0,0,,,
13.6,0,0,0,0,,,
13.2,0,0,0,0,,,
12.4,0,0,0,0,,,
12.3,0,0,0,0,,,
12.3,0,0,0,0,,,
12.1,0,0,0,0,,,
12.1,0,0,0,0,,,
12.1,0,0,0,0,,,
12,0,0,0,0,,,
11.9,0,0,0,0,,,
12.1,0,0,0,0,,,
12.3,0.36,0.12,6,-80.6,,,
12.7,0.26,0.33,16.7,-69.9,,,
13.7,0.26,0.55,26.5,-57.7,,,
14.6,1.51,0.83,35,-43.3,,,
18.5,3.01,0.51,41.3,-25.9,,,
20.1,3.05,0.54,44.3,-5.9,,,
21.5,3.01,0.54,43.5,14.9,,,
22.3,2.98,0.48,38.9,34,,,
20.3,2.87,0.41,31.5,50,,,
19.5,2.57,0.33,22.3,63.3,,,
19.1,1.79,0.23,12.1,74.7,,,
16.5,0.18,0.04,1.2,85.2,,,
12.8,0,0,0,0,,,
12.8,0,0,0,0,,,
10.8,0,0,0,0,,,
10.8,0,0,0,0,,,
10.7,0,0,0,0,,,
10.4,0,0,0,0,,,
11,0,0,0,0,,,
10.8,0,0,0,0,,,
10.9,0,0,0,0,,,
11,0,0,0,0,,,
10.6,0,0,0,0,,,
10,0,0,0,0,,,
10,0.21,0.1,5.8,-80.3,,,
10.5,0.17,0.3,16.5,-69.5,,,
11.6,0.15,0.5,26.3,-57.4,,,
12.8,0.17,0.66,34.8,-43,,,
14.7,0.14,0.79,41,-25.7,,,
15.9,0.17,0.85,44,-5.7,,,
17.2,0.35,1,43.1,15,,,
18.2,2.71,0.57,38.5,33.8,,,
19.1,1.73,0.68,31.2,49.8,,,
18.3,2.29,0.37,22,63.1,,,
17,1.6,0.24,11.7,74.5,,,
13,0.04,0.03,0.9,84.9,,,
9.4,0,0,0,0,,,
8,0,0,0,0,,,
7.5,0,0,0,0,,,
7.5,0,0,0,0,,,
7.8,0,0,0,0,,,
7.8,0,0,0,0,,,
6.8,0,0,0,0,,,
5.1,0,0,0,0,,,
4.5,0,0,0,0,,,
3.7,0,0,0,0,,,
3.2,0,0,0,0,,,
2.7,0,0,0,0,,,
2.9,1.14,0.12,5.6,-80,,,
5.6,2.33,0.26,16.2,-69.2,,,
11.6,2.98,0.31,26,-57,,,
14.1,3.21,0.36,34.5,-42.7,,,
14.9,3.3,0.4,40.6,-25.4,,,
16,3.32,0.43,43.6,-5.6,,,
16.3,3.3,0.43,42.7,15,,,
15.6,3.26,0.4,38.1,33.7,,,
15.5,3.12,0.34,30.8,49.6,,,
15.2,2.76,0.29,21.6,62.9,,,
14.1,1.98,0.2,11.4,74.3,,,
12.4,0.18,0.04,0.6,84.7,,,
11.6,0,0,0,0,,,
11.3,0,0,0,0,,,
10.4,0,0,0,0,,,
8.2,0,0,0,0,,,
8.4,0,0,0,0,,,
6,0,0,0,0,,,
7.7,0,0,0,0,,,
5.4,0,0,0,0,,,
4.4,0,0,0,0,,,
3,0,0,0,0,,,
3.3,0,0,0,0,,,
2.7,0,0,0,0,,,
2.5,0.47,0.11,5.4,-79.6,,,
5,1.82,0.32,16,-68.8,,,
8.5,2,0.51,25.8,-56.7,,,
10.6,0.99,0.87,34.2,-42.3,,,
13,2.67,0.62,40.3,-25.2,,,
14.1,3.18,0.47,43.2,-5.4,,,
15.9,2.26,0.79,42.3,15,,,
17.1,2.29,0.69,37.7,33.6,,,
16.4,2.98,0.37,30.4,49.4,,,
15,2.59,0.31,21.3,62.6,,,
13.5,0.77,0.25,11.1,74,,,
11.2,0.04,0.03,0.3,84.5,,,
8.5,0,0,0,0,,,
7.1,0,0,0,0,,,
6.5,0,0,0,0,,,
6.3,0,0,0,0,,,
5.9,0,0,0,0,,,
6.3,0,0,0,0,,,
6.8,0,0,0,0,,,
7.4,0,0,0,0,,,
7.7,0,0,0,0,,,
8.1,0,0,0,0,,,
8.1,0,0,0,0,,,
8.2,0,0,0,0,,,
8.4,0.1,0.07,5.2,-79.3,,,
8.7,0.08,0.22,15.8,-68.5,,,
9.3,0.08,0.39,25.5,-56.4,,,
10.3,0.09,0.53,33.9,-42,,,
10.9,0.1,0.62,39.9,-24.9,,,
11.5,0.09,0.67,42.8,-5.3,,,
12.4,0.08,0.66,41.9,15,,,
13,0.09,0.57,37.4,33.5,,,
13.2,0.08,0.45,30.1,49.3,,,
13.6,0.29,0.44,21,62.4,,,
13.8,0.23,0.2,10.7,73.8,,,
12.4,0.02,0.02,0,0,,,
9.2,0,0,0,0,,,
8.5,0,0,0,0,,,
9.7,0,0,0,0,,,
10.1,0,0,0,0,,,
10,0,0,0,0,,,
10.2,0,0,0,0,,,
10.3,0,0,0,0,,,
12.1,0,0,0,0,,,
12.3,0,0,0,0,,,
12.3,0,0,0,0,,,
11.7,0,0,0,0,,,
8.6,0,0,0,0,,,
8.1,0.33,0.09,5,-79,,,
10.3,0.72,0.36,15.5,-68.2,,,
12.8,2.63,0.37,25.3,-56,,,
15,2.87,0.44,33.6,-41.7,,,
14.8,2.09,0.79,39.6,-24.6,,,
13.8,0.46,1.03,42.4,-5.1,,,
13.5,0.34,0.96,41.5,15,,,
15.6,1.06,0.94,37,33.4,,,
13.9,2.37,0.51,29.7,49.1,,,
12.2,1.43,0.46,20.6,62.2,,,
10.1,0.97,0.23,10.4,73.6,,,
8.1,0.02,0.02,0,0,,,
4.9,0,0,0,0,,,
5,0,0,0,0,,,
3,0,0,0,0,,,
2.7,0,0,0,0,,,
2.8,0,0,0,0,,,
0.9,0,0,0,0,,,
0.5,0,0,0,0,,,
0,0,0,0,0,,,
0.4,0,0,0,0,,,
0.7,0,0,0,0,,,
0.8,0,0,0,0,,,
0.8,0,0,0,0,,,
0.3,0.65,0.1,4.8,-78.6,,,
3.3,0.99,0.35,15.3,-67.8,,,
7.6,0.62,0.61,25,-55.7,,,
11,2.26,0.61,33.3,-41.4,,,
12.7,3.15,0.44,39.3,-24.4,,,
14.2,3.19,0.46,42.1,-5,,,
15.2,2.3,0.76,41.1,15,,,
16.8,2.27,0.67,36.6,33.3,,,
16.4,1.3,0.7,29.3,48.9,,,
15.6,2.55,0.31,20.3,62,,,
14.4,1.45,0.21,10.1,73.4,,,
11.3,0.02,0.02,0,0,,,
7.6,0,0,0,0,,,
6.3,0,0,0,0,,,
5.3,0,0,0,0,,,
4.1,0,0,0,0,,,
3.6,0,0,0,0,,,
2.8,0,0,0,0,,,
2,0,0,0,0,,,
1.4,0,0,0,0,,,
1.2,0,0,0,0,,,
0.7,0,0,0,0,,,
0.7,0,0,0,0,,,
0.1,0,0,0,0,,,
0.1,0.25,0.08,4.6,-78.3,,,
1.7,1.23,0.34,15.1,-67.5,,,
6.7,2.56,0.39,24.7,-55.4,,,
9.7,2.84,0.44,33,-41.1,,,
12.7,2.9,0.52,38.9,-24.2,,,
14.1,2.97,0.54,41.7,-4.9,,,
16.2,1.33,1,40.7,15,,,
16.8,0.2,0.75,36.2,33.2,,,
16.2,0.21,0.58,29,48.7,,,
15.8,0.22,0.39,19.9,61.8,,,
15,0.24,0.18,9.8,73.2,,,
13.4,0.02,0.02,0,0,,,
11.4,0,0,0,0,,,
10.1,0,0,0,0,,,
9.3,0,0,0,0,,,
8.9,0,0,0,0,,,
8.9,0,0,0,0,,,
8.4,0,0,0,0,,,
8.6,0,0,0,0,,,
8.8,0,0,0,0,,,
9,0,0,0,0,,,
9.3,0,0,0,0,,,
9.1,0,0,0,0,,,
9.6,0,0,0,0,,,
9.5,0.06,0.06,4.4,-78,,,
10,0.07,0.2,14.8,-67.2,,,
10.6,0.07,0.35,24.5,-55.1,,,
10.9,0.04,0.36,32.7,-40.8,,,
10.9,0.04,0.3,38.6,-23.9,,,
11.2,0.02,0.48,41.3,-4.8,,,
11.7,0.08,0.61,40.3,15,,,
11.9,0.07,0.54,35.8,33.1,,,
12,0.07,0.42,28.6,48.6,,,
12.5,0.08,0.28,19.6,61.6,,,
12.2,0.08,0.12,9.5,72.9,,,
10.4,0,0.01,0,0,,,
9.1,0,0,0,0,,,
8.4,0,0,0,0,,,
7.8,0,0,0,0,,,
7.7,0,0,0,0,,,
7.4,0,0,0,0,,,
7.5,0,0,0,0,,,
7.9,0,0,0,0,,,
8.1,0,0,0,0,,,
8.3,0,0,0,0,,,
8.2,0,0,0,0,,,
7.7,0,0,0,0,,,
7.3,0,0,0,0,,,
6.3,0.65,0.09,4.1,-77.6,,,
6.7,1.78,0.29,14.6,-66.9,,,
9.4,2.82,0.32,24.2,-54.8,,,
13.5,3.05,0.39,32.4,-40.5,,,
16.9,3.15,0.43,38.2,-23.7,,,
18.7,3.21,0.44,40.9,-4.6,,,
20.2,3.19,0.44,39.9,15,,,
21.6,3.11,0.41,35.5,33,,,
21.5,2.96,0.35,28.3,48.4,,,
20.6,2.51,0.3,19.3,61.4,,,
18.9,1.1,0.2,9.1,72.7,,,
16.9,0.02,0.02,0,0,,,
15.6,0,0,0,0,,,
13.1,0,0,0,0,,,
10.4,0,0,0,0,,,
9.6,0,0,0,0,,,
8.5,0,0,0,0,,,
8.2,0,0,0,0,,,
8.1,0,0,0,0,,,
7.8,0,0,0,0,,,
8.4,0,0,0,0,,,
7.1,0,0,0,0,,,
5.3,0,0,0,0,,,
5.5,0,0,0,0,,,
5.2,0.36,0.08,3.9,-77.3,,,
7.8,1.72,0.29,14.4,-66.6,,,
15.9,2.42,0.4,24,-54.4,,,
20.1,2.7,0.47,32.1,-40.3,,,
21.6,2.32,0.68,37.9,-23.5,,,
20.5,0.75,1.05,40.6,-4.5,,,
18.1,0.4,0.95,39.6,14.9,,,
18.3,0.2,0.7,35.1,32.9,,,
17,0.19,0.55,27.9,48.2,,,
16.2,0.21,0.36,18.9,61.2,,,
16,0.21,0.15,8.8,72.5,,,
14.4,0,0.01,0,0,,,
13.5,0,0,0,0,,,
13.1,0,0,0,0,,,
12.6,0,0,0,0,,,
11.5,0,0,0,0,,,
10.7,0,0,0,0,,,
10.3,0,0,0,0,,,
9.5,0,0,0,0,,,
8.9,0,0,0,0,,,
8.7,0,0,0,0,,,
8.7,0,0,0,0,,,
8.5,0,0,0,0,,,
7.6,0,0,0,0,,,
7.5,0.74,0.08,3.7,-77,,,
8.9,2.08,0.25,14.1,-66.2,,,
10.5,2.92,0.3,23.7,-54.1,,,
11.8,3.18,0.34,31.8,-40,,,
13.2,3.28,0.39,37.5,-23.3,,,
13.7,3.3,0.41,40.2,-4.4,,,
14,3.3,0.4,39.2,14.9,,,
14.6,3.23,0.36,34.7,32.7,,,
14.1,2.62,0.42,27.6,48,,,
13.6,2.54,0.28,18.6,61,,,
12.6,1.23,0.18,8.5,72.3,,,
10,0,0.01,0,0,,,
8.8,0,0,0,0,,,
5.7,0,0,0,0,,,
4.3,0,0,0,0,,,
3.4,0,0,0,0,,,
2.4,0,0,0,0,,,
1.4,0,0,0,0,,,
0.7,0,0,0,0,,,
0.2,0,0,0,0,,,
-0.2,0,0,0,0,,,
-0.5,0,0,0,0,,,
-0.4,0,0,0,0,,,
0.3,0,0,0,0,,,
1,0.18,0.06,3.5,-76.7,,,
1.7,0.13,0.22,13.9,-65.9,,,
2.8,0.12,0.4,23.4,-53.8,,,
5.1,0.11,0.55,31.5,-39.7,,,
5.4,0.11,0.66,37.2,-23,,,
7.7,0.12,0.7,39.8,-4.3,,,
9.3,0.61,0.98,38.8,14.9,,,
12.9,0.43,0.83,34.3,32.6,,,
14.8,1.3,0.65,27.2,47.9,,,
16.6,0.57,0.43,18.3,60.8,,,
14.5,0.3,0.15,8.2,72,,,
11.3,0,0.01,0,0,,,
7.2,0,0,0,0,,,
7.4,0,0,0,0,,,
6.5,0,0,0,0,,,
5.9,0,0,0,0,,,
5.2,0,0,0,0,,,
4.7,0,0,0,0,,,
3.9,0,0,0,0,,,
3,0,0,0,0,,,
3.5,0,0,0,0,,,
3.3,0,0,0,0,,,
4.7,0,0,0,0,,,
7.4,0,0,0,0,,,
7,0.61,0.07,3.3,-76.4,,,
7.2,1.06,0.31,13.7,-65.6,,,
11.1,2.41,0.39,23.2,-53.5,,,
13.4,1.99,0.64,31.2,-39.4,,,
14.7,3.21,0.4,36.9,-22.8,,,
14.9,3.25,0.42,39.4,-4.2,,,
14,3.25,0.41,38.4,14.9,,,
12.8,3.17,0.37,34,32.5,,,
12.3,2.97,0.33,26.9,47.7,,,
10.9,2.19,0.32,17.9,60.6,,,
9.3,1.18,0.17,7.9,71.8,,,
8.1,0,0.01,0,0,,,
5.9,0,0,0,0,,,
5.3,0,0,0,0,,,
5.6,0,0,0,0,,,
4,0,0,0,0,,,
0.8,0,0,0,0,,,
1,0,0,0,0,,,
1.4,0,0,0,0,,,
1.3,0,0,0,0,,,
1.4,0,0,0,0,,,
0.9,0,0,0,0,,,
0.4,0,0,0,0,,,
-0.8,0,0,0,0,,,
-1.4,0.73,0.06,3.1,-76.1,,,
-0.2,2.12,0.23,13.4,-65.3,,,
4.3,2.87,0.3,22.9,-53.3,,,
8.8,3.16,0.34,30.9,-39.2,,,
10,3.28,0.37,36.5,-22.6,,,
11,3.3,0.4,39.1,-4.1,,,
11.2,3.27,0.4,38,14.9,,,
11.4,2.75,0.48,33.6,32.4,,,
12.5,2,0.53,26.5,47.5,,,
11.5,0.84,0.42,17.6,60.4,,,
10,0.67,0.17,7.6,71.6,,,
7.9,0,0.01,0,0,,,
5.8,0,0,0,0,,,
5.8,0,0,0,0,,,
5.3,0,0,0,0,,,
4.5,0,0,0,0,,,
3.8,0,0,0,0,,,
2.1,0,0,0,0,,,
2.3,0,0,0,0,,,
0.4,0,0,0,0,,,
-0.2,0,0,0,0,,,
-0.5,0,0,0,0,,,
-0.7,0,0,0,0,,,
-1.7,0,0,0,0,,,
-1.8,1.4,0.06,2.8,-75.8,,,
0.5,2.21,0.22,13.2,-65,,,
4.7,2.95,0.28,22.6,-53,,,
8.4,3.27,0.31,30.6,-38.9,,,
11.3,3.38,0.34,36.2,-22.4,,,
13.6,3.4,0.36,38.7,-4,,,
14.5,3.43,0.34,37.7,14.9,,,
15.2,3.33,0.32,33.2,32.3,,,
15.3,3.1,0.3,26.2,47.4,,,
14.4,2.53,0.26,17.3,60.2,,,
12.9,1.44,0.14,7.3,71.4,,,
9.5,0,0,0,0,,,
6.4,0,0,0,0,,,
4.9,0,0,0,0,,,
3.4,0,0,0,0,,,
2.1,0,0,0,0,,,
1.5,0,0,0,0,,,
0.6,0,0,0,0,,,
0.2,0,0,0,0,,,
-0.5,0,0,0,0,,,
-0.6,0,0,0,0,,,
-0.7,0,0,0,0,,,
-1.2,0,0,0,0,,,
-1.3,0,0,0,0,,,
-1.3,1.19,0.06,2.6,-75.5,,,
0.3,2.13,0.22,13,-64.7,,,
4.2,2.1,0.42,22.4,-52.7,,,
6.7,2.43,0.52,30.2,-38.6,,,
10.6,3.33,0.35,35.8,-22.2,,,
12.7,3.36,0.37,38.3,-3.9,,,
14.6,3.34,0.36,37.3,14.9,,,
15.9,2.86,0.45,32.9,32.2,,,
16.1,2.61,0.4,25.8,47.2,,,
16.4,1.82,0.34,17,60,,,
14.5,1.46,0.14,7,71.2,,,
11.2,0,0,0,0,,,
9.2,0,0,0,0,,,
7.6,0,0,0,0,,,
5,0,0,0,0,,,
2.8,0,0,0,0,,,
2.1,0,0,0,0,,,
2.8,0,0,0,0,,,
1.3,0,0,0,0,,,
1.7,0,0,0,0,,,
0.9,0,0,0,0,,,
1.2,0,0,0,0,,,
0.5,0,0,0,0,,,
0.6,0,0,0,0,,,
0.9,0.11,0.04,2.4,-75.2,,,
1.8,0.64,0.29,12.7,-64.4,,,
4.4,1.47,0.51,22.1,-52.4,,,
5.9,0.1,0.51,29.9,-38.4,,,
7.5,0.11,0.58,35.5,-22.1,,,
8.4,0.1,0.64,38,-3.8,,,
9.6,0.1,0.62,36.9,14.8,,,
10.5,0.11,0.54,32.5,32.1,,,
11.8,0.1,0.42,25.5,47,,,
13,0.11,0.25,16.7,59.8,,,
12.4,0.12,0.1,6.7,70.9,,,
9,0,0,0,0,,,
7.6,0,0,0,0,,,
6.7,0,0,0,0,,,
6,0,0,0,0,,,
6.6,0,0,0,0,,,
6.6,0,0,0,0,,,
6,0,0,0,0,,,
5.9,0,0,0,0,,,
6,0,0,0,0,,,
5.9,0,0,0,0,,,
4.5,0,0,0,0,,,
3.5,0,0,0,0,,,
2.9,0,0,0,0,,,
2.4,0.97,0.06,2.2,-74.9,,,
4.7,2.1,0.22,12.5,-64.1,,,
8,2.85,0.29,21.8,-52.1,,,
10.9,3.18,0.32,29.6,-38.2,,,
12.6,2.75,0.52,35.2,-21.9,,,
12.6,3.36,0.36,37.6,-3.7,,,
13.1,3.33,0.36,36.5,14.8,,,
13.1,2.86,0.44,32.2,31.9,,,
13.2,3.04,0.3,25.2,46.8,,,
12.9,2.46,0.25,16.4,59.6,,,
11.3,0.95,0.14,6.4,70.7,,,
8.6,0,0,0,0,,,
5.1,0,0,0,0,,,
4.1,0,0,0,0,,,
2.3,0,0,0,0,,,
-0.2,0,0,0,0,,,
-0.3,0,0,0,0,,,
-0.5,0,0,0,0,,,
-1.2,0,0,0,0,,,
-1.8,0,0,0,0,,,
-1.6,0,0,0,0,,,
-1.4,0,0,0,0,,,
-2.3,0,0,0,0,,,
-2.8,0,0,0,0,,,
-2.7,0.37,0.06,2,-74.6,,,
-0.4,1.78,0.24,12.3,-63.9,,,
4.1,2.87,0.28,21.6,-51.9,,,
9.2,3.2,0.31,29.3,-37.9,,,
11.9,3.33,0.34,34.8,-21.7,,,
13,3.39,0.35,37.3,-3.6,,,
13.4,3.36,0.35,36.2,14.8,,,
14,3.28,0.32,31.8,31.8,,,
14.7,3.07,0.29,24.8,46.7,,,
14.3,2.44,0.25,16,59.4,,,
12,0.84,0.13,6.1,70.5,,,
7.6,0,0,0,0,,,
4.9,0,0,0,0,,,
3,0,0,0,0,,,
1.7,0,0,0,0,,,
0.4,0,0,0,0,,,
0,0,0,0,0,,,
-0.8,0,0,0,0,,,
-0.9,0,0,0,0,,,
-1.3,0,0,0,0,,,
-1.6,0,0,0,0,,,
-2.1,0,0,0,0,,,
-1.7,0,0,0,0,,,
-2.4,0,0,0,0,,,
-2.7,0.25,0.06,1.8,-74.3,,,
-0.9,1.94,0.22,12,-63.6,,,
2.8,2.9,0.26,21.3,-51.6,,,
7.6,3.23,0.3,29,-37.7,,,
11.4,3.37,0.33,34.5,-21.5,,,
13.4,3.41,0.34,36.9,-3.6,,,
14.4,3.37,0.34,35.8,14.7,,,
15.7,3.3,0.31,31.5,31.7,,,
15.1,3.06,0.29,24.5,46.5,,,
15.5,2.41,0.25,15.7,59.1,,,
12.6,0.84,0.12,5.8,70.3,,,
7.2,0,0,0,0,,,
3.3,0,0,0,0,,,
2.4,0,0,0,0,,,
1.5,0,0,0,0,,,
0.6,0,0,0,0,,,
-0.1,0,0,0,0,,,
-0.6,0,0,0,0,,,
-0.7,0,0,0,0,,,
-1.2,0,0,0,0,,,
-0.9,0,0,0,0,,,
0.6,0,0,0,0,,,
1.6,0,0,0,0,,,
2.5,0,0,0,0,,,
3,0.06,0.03,1.5,-74,,,
3.4,0.08,0.17,11.8,-63.3,,,
4.8,0.08,0.32,21,-51.3,,,
6.3,0.08,0.45,28.7,-37.5,,,
8.2,0.08,0.54,34.2,-21.4,,,
10.1,0.36,0.86,36.5,-3.5,,,
11.9,0.24,0.76,35.5,14.7,,,
13.2,0.08,0.48,31.1,31.6,,,
12.8,0.08,0.36,24.2,46.3,,,
12.9,0.09,0.22,15.4,58.9,,,
11.6,0.08,0.07,5.5,70,,,
9.2,0,0,0,0,,,
7,0,0,0,0,,,
6.6,0,0,0,0,,,
6.9,0,0,0,0,,,
7.5,0,0,0,0,,,
8,0,0,0,0,,,
8.8,0,0,0,0,,,
8.6,0,0,0,0,,,
9,0,0,0,0,,,
9,0,0,0,0,,,
9.3,0,0,0,0,,,
9.4,0,0,0,0,,,
9.1,0,0,0,0,,,
9,0.06,0.03,1.3,-73.7,,,
9.1,0.08,0.15,11.5,-63,,,
9.3,0.08,0.3,20.8,-51.1,,,
10.1,0.08,0.42,28.4,-37.2,,,
10.5,0.01,0.4,33.8,-21.2,,,
11.4,0.04,0.43,36.2,-3.4,,,
12.1,0.06,0.54,35.1,14.7,,,
12.2,0.07,0.46,30.8,31.5,,,
12.5,0.07,0.34,23.9,46.1,,,
12.1,0.07,0.2,15.1,58.7,,,
11.6,0.09,0.07,5.2,69.8,,,
11.3,0,0,0,0,,,
10.8,0,0,0,0,,,
10.7,0,0,0,0,,,
10.8,0,0,0,0,,,
10.1,0,0,0,0,,,
9.8,0,0,0,0,,,
9.7,0,0,0,0,,,
9.3,0,0,0,0,,,
9,0,0,0,0,,,
9.1,0,0,0,0,,,
9.1,0,0,0,0,,,
9,0,0,0,0,,,
9.2,0,0,0,0,,,
8.9,0.02,0.02,1.1,-73.4,,,
9.4,0.08,0.15,11.3,-62.8,,,
9.6,0.07,0.3,20.5,-50.8,,,
9.8,0.02,0.32,28.1,-37,,,
9.8,0.02,0.28,33.5,-21,,,
9.8,0.01,0.3,35.8,-3.4,,,
10.1,0,0.3,34.7,14.6,,,
10.2,0.03,0.24,30.4,31.4,,,
9.9,0.01,0.2,23.5,46,,,
10.3,0.02,0.11,14.8,58.5,,,
10.4,0.01,0.03,5,69.6,,,
9.8,0,0,0,0,,,
9.6,0,0,0,0,,,
9.5,0,0,0,0,,,
9.6,0,0,0,0,,,
9.1,0,0,0,0,,,
8.2,0,0,0,0,,,
8.1,0,0,0,0,,,
8.2,0,0,0,0,,,
8.4,0,0,0,0,,,
9.2,0,0,0,0,,,
9.8,0,0,0,0,,,
10,0,0,0,0,,,
9.6,0,0,0,0,,,
9.3,0.1,0.04,0.9,-73.2,,,
9.7,0.66,0.25,11.1,-62.5,,,
12.1,2.59,0.31,20.2,-50.6,,,
13.8,2.93,0.36,27.9,-36.8,,,
14.4,3.08,0.4,33.2,-20.9,,,
14.7,3.1,0.42,35.5,-3.3,,,
15.4,1.93,0.73,34.4,14.6,,,
15.6,3,0.37,30.1,31.2,,,
15.2,2.74,0.33,23.2,45.8,,,
13.9,1.22,0.33,14.6,58.3,,,
13.1,0.67,0.1,4.7,69.4,,,
11.7,0,0,0,0,,,
10.1,0,0,0,0,,,
10.9,0,0,0,0,,,
9.7,0,0,0,0,,,
10.2,0,0,0,0,,,
9.4,0,0,0,0,,,
7,0,0,0,0,,,
5.7,0,0,0,0,,,
5.4,0,0,0,0,,,
7,0,0,0,0,,,
6.7,0,0,0,0,,,
4.9,0,0,0,0,,,
5.3,0,0,0,0,,,
3.9,0.06,0.03,0.7,-72.9,,,
6.6,1.19,0.24,10.8,-62.2,,,
10.9,1.35,0.46,20,-50.3,,,
12.4,0.8,0.69,27.6,-36.6,,,
12.3,0.61,0.83,32.8,-20.7,,,
12.1,0.22,0.74,35.1,-3.2,,,
12.8,1.33,0.84,34.1,14.6,,,
12.9,0.87,0.76,29.8,31.1,,,
11.1,1.44,0.53,22.9,45.6,,,
10.4,1.94,0.28,14.3,58.1,,,
9.1,0.43,0.09,4.4,69.1,,,
8,0,0,0,0,,,
6.2,0,0,0,0,,,
4,0,0,0,0,,,
3.2,0,0,0,0,,,
1.6,0,0,0,0,,,
1.7,0,0,0,0,,,
1.8,0,0,0,0,,,
1.9,0,0,0,0,,,
2.7,0,0,0,0,,,
3.3,0,0,0,0,,,
3.3,0,0,0,0,,,
3.2,0,0,0,0,,,
3,0,0,0,0,,,
2.3,0.06,0.03,0.4,-72.6,,,
3.2,0.22,0.19,10.6,-62,,,
6.5,1.5,0.44,19.7,-50.1,,,
9.6,2.32,0.48,27.3,-36.4,,,
10.5,1.07,0.83,32.5,-20.6,,,
11.6,1.05,0.89,34.8,-3.2,,,
10.1,1.66,0.77,33.7,14.5,,,
10.6,0.31,0.65,29.4,31,,,
10.1,0.74,0.55,22.6,45.4,,,
9.9,0.56,0.32,14,57.9,,,
8.7,0.4,0.08,4.1,68.9,,,
7,0,0,0,0,,,
4,0,0,0,0,,,
2.3,0,0,0,0,,,
1.2,0,0,0,0,,,
0.1,0,0,0,0,,,
-1,0,0,0,0,,,
-0.6,0,0,0,0,,,
-0.1,0,0,0,0,,,
0,0,0,0,0,,,
0.8,0,0,0,0,,,
0.9,0,0,0,0,,,
1.3,0,0,0,0,,,
1.5,0,0,0,0,,,
0.2,0.1,0.04,0.2,-72.4,,,
0.7,1.42,0.22,10.3,-61.7,,,
4.7,2.79,0.25,19.4,-49.9,,,
7.3,3.16,0.3,27,-36.2,,,
8.8,3.32,0.32,32.2,-20.5,,,
10.5,3.4,0.32,34.5,-3.1,,,
11.2,3.36,0.32,33.4,14.5,,,
11.5,3.25,0.31,29.1,30.9,,,
11.3,2.95,0.28,22.3,45.3,,,
10.9,2.21,0.23,13.7,57.7,,,
9.3,0.47,0.08,3.9,68.7,,,
5.1,0,0,0,0,,,
1.9,0,0,0,0,,,
1,0,0,0,0,,,
0.3,0,0,0,0,,,
-0.9,0,0,0,0,,,
-1.6,0,0,0,0,,,
-1.8,0,0,0,0,,,
-2,0,0,0,0,,,
-2.4,0,0,0,0,,,
-3.2,0,0,0,0,,,
-3,0,0,0,0,,,
-3.3,0,0,0,0,,,
-3.4,0,0,0,0,,,
-3.8,0.06,0.03,0,0,,,
-2,1.67,0.2,10.1,-61.5,,,
1.9,2.83,0.25,19.2,-49.6,,,
7.2,3.19,0.29,26.7,-36,,,
10.2,3.34,0.31,31.9,-20.3,,,
11.9,3.43,0.31,34.1,-3.1,,,
13,3.39,0.31,33,14.4,,,
13.4,3.28,0.3,28.8,30.7,,,
13.9,2.98,0.26,22,45.1,,,
13.5,2.17,0.23,13.4,57.5,,,
9.8,0.59,0.08,3.6,68.5,,,
6.4,0,0,0,0,,,
4.6,0,0,0,0,,,
3.5,0,0,0,0,,,
1.9,0,0,0,0,,,
0.6,0,0,0,0,,,
0.2,0,0,0,0,,,
-0.4,0,0,0,0,,,
-0.6,0,0,0,0,,,
-0.1,0,0,0,0,,,
0.5,0,0,0,0,,,
0.2,0,0,0,0,,,
0,0,0,0,0,,,
0,0,0,0,0,,,
0.5,0.06,0.03,0,0,,,
1.4,1.24,0.22,9.9,-61.3,,,
5,2.54,0.29,18.9,-49.4,,,
10.2,2.92,0.34,26.4,-35.8,,,
14.3,1.85,0.68,31.6,-20.2,,,
12.4,2.67,0.53,33.8,-3.1,,,
12.6,3.14,0.37,32.7,14.4,,,
12.6,2.99,0.35,28.5,30.6,,,
12.4,1.79,0.46,21.7,44.9,,,
11.7,0.34,0.28,13.2,57.3,,,
10.7,0.39,0.07,3.4,68.3,,,
10.4,0,0,0,0,,,
10,0,0,0,0,,,
9.8,0,0,0,0,,,
9.3,0,0,0,0,,,
9,0,0,0,0,,,
8.6,0,0,0,0,,,
8.5,0,0,0,0,,,
7.9,0,0,0,0,,,
7.5,0,0,0,0,,,
7.3,0,0,0,0,,,
7.1,0,0,0,0,,,
6.4,0,0,0,0,,,
6.4,0,0,0,0,,,
6.3,0,0.01,0,0,,,
