áWbëÂí√ (551-A1),,,,,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã],,,
3.8,2.44,0.29,37.2,-2.9,,,
4,2.4,0.29,36,14.9,,,
3.8,1.68,0.42,31.1,31,,,
3.1,0.68,0.43,23.6,44.7,,,
1.8,0.27,0.22,14.1,56,,,
1.2,0.27,0.05,3.4,65.6,,,
1.1,0,0,0,0,,,
0.8,0,0,0,0,,,
0.2,0,0,0,0,,,
0.1,0,0,0,0,,,
0.2,0,0,0,0,,,
-0.1,0,0,0,0,,,
-0.1,0,0,0,0,,,
-0.6,0,0,0,0,,,
-0.6,0,0,0,0,,,
-0.7,0,0,0,0,,,
-1.3,0,0,0,0,,,
-0.8,0,0,0,0,,,
-1.1,0,0,0,0,,,
-2.6,0.01,0.02,0,0,,,
-1,0.32,0.17,10.9,-59.5,,,
-0.2,0.93,0.37,20.9,-48.8,,,
1.5,1.5,0.44,29.2,-35.9,,,
2.7,1.19,0.61,35,-20.4,,,
3.2,0.55,0.72,37.5,-2.9,,,
2.7,0.42,0.67,36.2,14.9,,,
2.6,0.53,0.59,31.4,31.1,,,
2.8,0.45,0.42,23.8,44.9,,,
2.3,0.14,0.19,14.3,56.2,,,
1.7,0.16,0.05,3.6,65.8,,,
1.4,0,0,0,0,,,
1.2,0,0,0,0,,,
1.5,0,0,0,0,,,
1.3,0,0,0,0,,,
1,0,0,0,0,,,
1.1,0,0,0,0,,,
1,0,0,0,0,,,
1.1,0,0,0,0,,,
1.2,0,0,0,0,,,
1.3,0,0,0,0,,,
1.2,0,0,0,0,,,
1.1,0,0,0,0,,,
1.4,0,0,0,0,,,
1.3,0.01,0.01,0,-68.9,,,
1.9,0.02,0.07,11.1,-59.7,,,
2.4,0.01,0.13,21.1,-49,,,
2.5,0,0.18,29.4,-36.1,,,
3.1,0.02,0.22,35.3,-20.6,,,
3.8,0.01,0.23,37.8,-3,,,
4.9,0.04,0.3,36.5,14.9,,,
5.3,0.06,0.34,31.7,31.3,,,
5.6,0.06,0.26,24.1,45,,,
5.9,0.06,0.14,14.5,56.4,,,
6.9,0.07,0.03,3.8,66,,,
7.2,0,0,0,0,,,
7.2,0,0,0,0,,,
7,0,0,0,0,,,
6.4,0,0,0,0,,,
5.8,0,0,0,0,,,
5,0,0,0,0,,,
4.8,0,0,0,0,,,
4.3,0,0,0,0,,,
3.6,0,0,0,0,,,
3.4,0,0,0,0,,,
3.3,0,0,0,0,,,
2.1,0,0,0,0,,,
1.2,0,0,0,0,,,
0.8,0.01,0.02,0.2,-69.1,,,
1,0.09,0.13,11.3,-59.9,,,
1.5,0.22,0.34,21.3,-49.2,,,
2.1,0.35,0.53,29.6,-36.3,,,
2.5,0.47,0.67,35.5,-20.7,,,
2.7,0.22,0.64,38.1,-3,,,
2.7,0.07,0.48,36.8,15,,,
3.1,0.34,0.58,31.9,31.4,,,
3.5,0.08,0.3,24.3,45.2,,,
2.9,0.51,0.26,14.8,56.6,,,
2.6,0.18,0.05,4,66.2,,,
2.3,0,0,0,0,,,
2,0,0,0,0,,,
2,0,0,0,0,,,
1.6,0,0,0,0,,,
1.4,0,0,0,0,,,
1.1,0,0,0,0,,,
1.7,0,0,0,0,,,
2.1,0,0,0,0,,,
1.2,0,0,0,0,,,
1.6,0,0,0,0,,,
1.5,0,0,0,0,,,
1.3,0,0,0,0,,,
1.4,0,0,0,0,,,
1.2,0.03,0.02,0.3,-69.4,,,
0.9,0.34,0.18,11.4,-60.2,,,
1.2,1.75,0.27,21.5,-49.5,,,
2.5,2.24,0.27,29.9,-36.5,,,
2.5,1.98,0.41,35.8,-20.9,,,
2.8,0.26,0.66,38.4,-3.1,,,
1.5,0.66,0.71,37.1,15,,,
2.3,0.86,0.6,32.2,31.5,,,
2.5,2.12,0.24,24.6,45.3,,,
3.2,0.63,0.26,15,56.8,,,
2.3,0.22,0.06,4.2,66.4,,,
1.5,0,0,0,0,,,
1.3,0,0,0,0,,,
1,0,0,0,0,,,
0.7,0,0,0,0,,,
1.1,0,0,0,0,,,
0.9,0,0,0,0,,,
1.2,0,0,0,0,,,
0.8,0,0,0,0,,,
1,0,0,0,0,,,
1,0,0,0,0,,,
1.4,0,0,0,0,,,
1.4,0,0,0,0,,,
1.6,0,0,0,0,,,
1.9,0.01,0.02,0.5,-69.6,,,
2,0.1,0.14,11.6,-60.4,,,
2.8,0.23,0.34,21.7,-49.7,,,
3.5,0.67,0.57,30.1,-36.7,,,
4.5,0.6,0.69,36.1,-21,,,
4.9,0.21,0.65,38.7,-3.1,,,
5.8,0.13,0.56,37.4,15.1,,,
5.4,0.07,0.41,32.5,31.6,,,
6,0.13,0.34,24.8,45.5,,,
5.7,0.09,0.18,15.2,57,,,
5.3,0.1,0.05,4.4,66.6,,,
4.9,0,0,0,0,,,
4.2,0,0,0,0,,,
4.3,0,0,0,0,,,
3.7,0,0,0,0,,,
3,0,0,0,0,,,
2.5,0,0,0,0,,,
2.1,0,0,0,0,,,
1.7,0,0,0,0,,,
1.7,0,0,0,0,,,
2.2,0,0,0,0,,,
1.5,0,0,0,0,,,
1.6,0,0,0,0,,,
1.6,0,0,0,0,,,
1.9,0.03,0.02,0.7,-69.9,,,
2.4,0.1,0.14,11.8,-60.7,,,
3.3,0.1,0.27,21.9,-49.9,,,
4.4,0.36,0.54,30.4,-36.9,,,
6.6,0.34,0.66,36.4,-21.1,,,
8,0.23,0.66,39,-3.2,,,
8.4,2.1,0.39,37.7,15.1,,,
9,0.5,0.62,32.8,31.8,,,
8.4,0.09,0.32,25.1,45.7,,,
6.7,0.09,0.18,15.4,57.2,,,
6.7,0.08,0.05,4.6,66.8,,,
6.5,0,0,0,0,,,
6.4,0,0,0,0,,,
5.3,0,0,0,0,,,
4.4,0,0,0,0,,,
4,0,0,0,0,,,
3.9,0,0,0,0,,,
2.9,0,0,0,0,,,
2.8,0,0,0,0,,,
2.3,0,0,0,0,,,
1.9,0,0,0,0,,,
1.3,0,0,0,0,,,
0.7,0,0,0,0,,,
0.6,0,0,0,0,,,
1.1,0.06,0.03,0.8,-70.1,,,
2.1,0.5,0.2,12,-60.9,,,
3.4,0.42,0.39,22.1,-50.1,,,
4.3,0.51,0.58,30.6,-37.1,,,
7.2,2.28,0.33,36.6,-21.3,,,
8.3,2.33,0.34,39.3,-3.2,,,
9,1.62,0.54,38,15.2,,,
9.5,0.17,0.52,33,31.9,,,
9.7,1.13,0.43,25.3,45.9,,,
9.1,1.29,0.23,15.7,57.4,,,
8.2,0.45,0.07,4.8,67.1,,,
6.5,0,0,0,0,,,
6.1,0,0,0,0,,,
5.9,0,0,0,0,,,
4.4,0,0,0,0,,,
3.3,0,0,0,0,,,
2.6,0,0,0,0,,,
2.6,0,0,0,0,,,
2.9,0,0,0,0,,,
2.7,0,0,0,0,,,
2.9,0,0,0,0,,,
2.6,0,0,0,0,,,
2.7,0,0,0,0,,,
2.5,0,0,0,0,,,
2,0.06,0.03,1,-70.4,,,
2.6,0.54,0.21,12.2,-61.2,,,
5.6,1.97,0.24,22.4,-50.4,,,
8.3,2.19,0.29,30.9,-37.3,,,
9.3,2.26,0.34,36.9,-21.4,,,
10.3,1.96,0.46,39.6,-3.3,,,
10.1,0.5,0.73,38.3,15.3,,,
10.8,1.1,0.58,33.3,32.1,,,
11.3,0.88,0.46,25.6,46.1,,,
10.1,0.54,0.27,15.9,57.6,,,
9.9,0.34,0.07,5,67.3,,,
9.1,0,0,0,0,,,
8.6,0,0,0,0,,,
8,0,0,0,0,,,
7.4,0,0,0,0,,,
7,0,0,0,0,,,
6.7,0,0,0,0,,,
6.3,0,0,0,0,,,
5.3,0,0,0,0,,,
5.4,0,0,0,0,,,
5.2,0,0,0,0,,,
3.1,0,0,0,0,,,
2.4,0,0,0,0,,,
1.9,0,0,0,0,,,
1.3,0.11,0.03,1.2,-70.6,,,
1.5,0.96,0.2,12.4,-61.4,,,
5,1.85,0.26,22.6,-50.6,,,
7.2,2.08,0.32,31.1,-37.5,,,
8,1.44,0.58,37.2,-21.6,,,
8.6,0.28,0.7,39.9,-3.3,,,
9.3,0.13,0.55,38.6,15.3,,,
9.5,0.13,0.48,33.6,32.2,,,
9.7,0.13,0.36,25.8,46.3,,,
8.2,0.14,0.22,16.1,57.8,,,
6.2,0.16,0.06,5.2,67.5,,,
5.9,0,0,0,0,,,
5.8,0,0,0,0,,,
5.8,0,0,0,0,,,
5.9,0,0,0,0,,,
6,0,0,0,0,,,
6.3,0,0,0,0,,,
6.2,0,0,0,0,,,
6.9,0,0,0,0,,,
7.4,0,0,0,0,,,
6.9,0,0,0,0,,,
6.5,0,0,0,0,,,
6.5,0,0,0,0,,,
6,0,0,0,0,,,
6.3,0.06,0.03,1.4,-70.9,,,
6.5,0.11,0.16,12.6,-61.7,,,
7.5,0.41,0.4,22.8,-50.8,,,
8.6,0.62,0.59,31.4,-37.7,,,
7.9,1.75,0.5,37.5,-21.7,,,
8.8,1.76,0.54,40.2,-3.3,,,
8.7,0.26,0.67,38.9,15.4,,,
6.6,0.1,0.46,33.9,32.4,,,
7.2,0.1,0.34,26.1,46.5,,,
6.7,0.18,0.24,16.3,58.1,,,
6.1,0.18,0.07,5.4,67.8,,,
5.4,0,0,0,0,,,
5.1,0,0,0,0,,,
4.8,0,0,0,0,,,
4.9,0,0,0,0,,,
2,0,0,0,0,,,
2.4,0,0,0,0,,,
3.1,0,0,0,0,,,
3,0,0,0,0,,,
2.9,0,0,0,0,,,
2.2,0,0,0,0,,,
2.6,0,0,0,0,,,
2.1,0,0,0,0,,,
1.8,0,0,0,0,,,
1.7,0.11,0.03,1.5,-71.2,,,
1.4,0.18,0.18,12.8,-61.9,,,
1.9,1.21,0.38,23.1,-51.1,,,
1.9,0.66,0.6,31.7,-37.9,,,
2.3,0.82,0.71,37.8,-21.8,,,
2.3,0.82,0.77,40.5,-3.4,,,
1.8,1.29,0.66,39.2,15.5,,,
3.2,2.28,0.3,34.2,32.5,,,
3,1.55,0.38,26.3,46.7,,,
1.8,0.38,0.28,16.6,58.3,,,
1.2,0.36,0.09,5.6,68,,,
0.8,0,0,0,0,,,
0.4,0,0,0,0,,,
0.3,0,0,0,0,,,
0.3,0,0,0,0,,,
-0.2,0,0,0,0,,,
0.3,0,0,0,0,,,
0.2,0,0,0,0,,,
0.3,0,0,0,0,,,
0.3,0,0,0,0,,,
0.2,0,0,0,0,,,
0.3,0,0,0,0,,,
0.7,0,0,0,0,,,
0.4,0,0,0,0,,,
1.1,0.06,0.03,1.7,-71.4,,,
1.1,0.12,0.17,13,-62.2,,,
2.9,1.39,0.35,23.3,-51.3,,,
3.3,2.14,0.31,32,-38.1,,,
3.9,1.46,0.59,38.1,-22,,,
4.5,0.18,0.65,40.9,-3.4,,,
4.3,0.26,0.69,39.5,15.6,,,
3.8,0.41,0.63,34.5,32.7,,,
3.4,0.1,0.36,26.6,46.9,,,
3.3,0.12,0.22,16.8,58.5,,,
3.1,0.12,0.07,5.8,68.3,,,
2.7,0,0,0,0,,,
2.4,0,0,0,0,,,
2.3,0,0,0,0,,,
2.1,0,0,0,0,,,
1.6,0,0,0,0,,,
1.9,0,0,0,0,,,
1.9,0,0,0,0,,,
0.8,0,0,0,0,,,
-0.5,0,0,0,0,,,
-0.8,0,0,0,0,,,
-0.8,0,0,0,0,,,
-0.4,0,0,0,0,,,
-0.9,0,0,0,0,,,
-0.6,0.01,0.02,1.9,-71.7,,,
-0.5,0.02,0.1,13.2,-62.4,,,
-0.1,0.02,0.19,23.6,-51.5,,,
0.5,0.02,0.27,32.2,-38.3,,,
0.5,0.03,0.39,38.5,-22.1,,,
2.2,0.06,0.46,41.2,-3.4,,,
2.1,0.06,0.44,39.9,15.7,,,
2.8,0.05,0.39,34.8,32.9,,,
3.2,0.06,0.29,26.8,47.2,,,
2.6,0.06,0.18,17,58.8,,,
1.2,0.04,0.05,6,68.5,,,
0.5,0,0,0,0,,,
0,0,0,0,0,,,
0.5,0,0,0,0,,,
0.2,0,0,0,0,,,
-0.8,0,0,0,0,,,
-0.2,0,0,0,0,,,
-0.9,0,0,0,0,,,
-0.8,0,0,0,0,,,
-1.1,0,0,0,0,,,
-1.4,0,0,0,0,,,
-1.3,0,0,0,0,,,
-1.4,0,0,0,0,,,
-1.4,0,0,0,0,,,
-1.4,0.06,0.03,2.1,-71.9,,,
-1,0.08,0.15,13.5,-62.7,,,
-0.5,0.07,0.28,23.8,-51.8,,,
-0.3,0.08,0.4,32.5,-38.5,,,
0.1,0.07,0.48,38.8,-22.2,,,
1.1,0.83,0.78,41.5,-3.4,,,
2.1,0.85,0.76,40.2,15.8,,,
1.8,0.14,0.51,35.1,33.1,,,
1.8,0.14,0.38,27.1,47.4,,,
1.5,0.07,0.19,17.3,59,,,
1.7,0.08,0.06,6.2,68.8,,,
1.4,0,0,0,0,,,
1.8,0,0,0,0,,,
1.6,0,0,0,0,,,
1.9,0,0,0,0,,,
1.4,0,0,0,0,,,
1,0,0,0,0,,,
1.4,0,0,0,0,,,
1.1,0,0,0,0,,,
0.8,0,0,0,0,,,
1.1,0,0,0,0,,,
0.8,0,0,0,0,,,
1.1,0,0,0,0,,,
0.8,0,0,0,0,,,
1,0.19,0.04,2.3,-72.2,,,
1.1,0.15,0.18,13.7,-62.9,,,
1.9,0.14,0.34,24.1,-52,,,
2.4,0.75,0.62,32.8,-38.7,,,
3.1,1.54,0.58,39.1,-22.3,,,
3.7,0.22,0.7,41.9,-3.5,,,
4.4,1.56,0.6,40.5,15.9,,,
5.9,1.54,0.52,35.4,33.3,,,
6.2,1.8,0.34,27.4,47.6,,,
6.2,0.48,0.3,17.5,59.3,,,
5.7,0.46,0.1,6.4,69.1,,,
5,0,0,0,0,,,
4,0,0,0,0,,,
2.7,0,0,0,0,,,
0.8,0,0,0,0,,,
1.4,0,0,0,0,,,
1.3,0,0,0,0,,,
0.9,0,0,0,0,,,
0.5,0,0,0,0,,,
-0.1,0,0,0,0,,,
-0.8,0,0,0,0,,,
-0.5,0,0,0,0,,,
-0.9,0,0,0,0,,,
-0.9,0,0,0,0,,,
-0.7,0.06,0.03,2.6,-72.5,,,
0.1,0.08,0.16,13.9,-63.2,,,
1.5,0.07,0.29,24.3,-52.3,,,
1.8,0.06,0.4,33.1,-38.9,,,
3.5,0.06,0.5,39.4,-22.5,,,
5.1,1.35,0.69,42.2,-3.5,,,
5,0.62,0.78,40.8,16,,,
4.4,0.07,0.44,35.7,33.5,,,
4.7,0.06,0.33,27.6,47.9,,,
4.5,0.07,0.2,17.7,59.6,,,
4.5,0.08,0.07,6.6,69.4,,,
3.9,0,0,0,0,,,
3.9,0,0,0,0,,,
3.3,0,0,0,0,,,
3.2,0,0,0,0,,,
3,0,0,0,0,,,
3.3,0,0,0,0,,,
2.5,0,0,0,0,,,
2.1,0,0,0,0,,,
2.1,0,0,0,0,,,
2.5,0,0,0,0,,,
3.6,0,0,0,0,,,
2.1,0,0,0,0,,,
2.1,0,0,0,0,,,
2.7,0.38,0.04,2.8,-72.8,,,
3.9,0.86,0.24,14.2,-63.4,,,
5.1,1.68,0.32,24.6,-52.5,,,
5.2,1.85,0.42,33.4,-39.1,,,
6.2,0.24,0.68,39.7,-22.6,,,
6.9,0.82,0.81,42.5,-3.5,,,
6.9,0.25,0.7,41.2,16.2,,,
8.2,0.83,0.67,36,33.7,,,
8,0.62,0.52,27.9,48.1,,,
8,1.73,0.22,17.9,59.8,,,
6.9,0.62,0.11,6.8,69.6,,,
5.6,0,0,0,0,,,
4.8,0,0,0,0,,,
4.2,0,0,0,0,,,
3.8,0,0,0,0,,,
2.8,0,0,0,0,,,
3.7,0,0,0,0,,,
3.6,0,0,0,0,,,
3.1,0,0,0,0,,,
2.9,0,0,0,0,,,
2.6,0,0,0,0,,,
3.5,0,0,0,0,,,
3,0,0,0,0,,,
3.2,0,0,0,0,,,
3.3,0.38,0.04,3,-73,,,
3.9,0.75,0.25,14.4,-63.7,,,
4.8,0.84,0.45,24.9,-52.7,,,
4.8,0.14,0.5,33.7,-39.3,,,
5.7,0.31,0.72,40.1,-22.7,,,
6.6,1.54,0.64,42.9,-3.5,,,
7.3,1.24,0.7,41.5,16.3,,,
8.1,2.21,0.34,36.3,33.9,,,
7.1,0.64,0.52,28.2,48.4,,,
6.4,0.5,0.32,18.2,60.1,,,
6.1,0.36,0.11,7,69.9,,,
5.7,0,0,0,0,,,
5.5,0,0,0,0,,,
5.2,0,0,0,0,,,
4.6,0,0,0,0,,,
4.5,0,0,0,0,,,
4.3,0,0,0,0,,,
3.9,0,0,0,0,,,
3.4,0,0,0,0,,,
3.6,0,0,0,0,,,
0.8,0,0,0,0,,,
0.2,0,0,0,0,,,
-0.4,0,0,0,0,,,
-0.5,0,0,0,0,,,
-0.8,1.02,0.05,3.2,-73.3,,,
1.5,1.54,0.19,14.7,-64,,,
3.7,2.27,0.21,25.1,-53,,,
5.6,2.46,0.24,34,-39.5,,,
6.3,2.55,0.26,40.4,-22.9,,,
8.1,2.57,0.28,43.2,-3.5,,,
9.7,2.57,0.27,41.8,16.4,,,
11,2.51,0.25,36.6,34.2,,,
11.3,2.35,0.22,28.4,48.7,,,
11.6,1.98,0.19,18.4,60.4,,,
10.2,0.95,0.11,7.2,70.2,,,
7.6,0,0,0,0,,,
6.9,0,0,0,0,,,
6,0,0,0,0,,,
3.8,0,0,0,0,,,
2.3,0,0,0,0,,,
1.4,0,0,0,0,,,
0.8,0,0,0,0,,,
0.6,0,0,0,0,,,
0.1,0,0,0,0,,,
-0.6,0,0,0,0,,,
-0.9,0,0,0,0,,,
-1,0,0,0,0,,,
-1.1,0,0,0,0,,,
-1.3,0.76,0.05,3.4,-73.6,,,
0.1,1.33,0.22,14.9,-64.2,,,
2.7,2.26,0.22,25.4,-53.2,,,
4.5,2.45,0.25,34.3,-39.7,,,
5.7,2.54,0.27,40.8,-23,,,
7,2.55,0.29,43.6,-3.5,,,
8.8,2.55,0.28,42.2,16.6,,,
10.8,2.49,0.26,36.9,34.4,,,
11.4,2.34,0.23,28.7,48.9,,,
11.1,1.8,0.22,18.6,60.7,,,
9.7,0.82,0.12,7.4,70.5,,,
8.8,0,0,0,0,,,
6.2,0,0,0,0,,,
6.3,0,0,0,0,,,
5.4,0,0,0,0,,,
4.6,0,0,0,0,,,
4,0,0,0,0,,,
3.6,0,0,0,0,,,
2.7,0,0,0,0,,,
2.1,0,0,0,0,,,
2.3,0,0,0,0,,,
2.1,0,0,0,0,,,
1.5,0,0,0,0,,,
1.2,0,0,0,0,,,
1.4,0.07,0.03,3.7,-73.8,,,
2.3,0.06,0.15,15.2,-64.5,,,
3.9,0.06,0.27,25.7,-53.5,,,
4.6,0.06,0.38,34.7,-39.9,,,
4.9,0.06,0.46,41.1,-23.1,,,
6.3,0.05,0.5,43.9,-3.5,,,
6.7,0.03,0.49,42.5,16.7,,,
7.7,0.04,0.42,37.2,34.6,,,
9.3,0.06,0.31,28.9,49.2,,,
10.2,0.06,0.19,18.9,61,,,
10.1,0.06,0.07,7.6,70.8,,,
10.6,0,0,0,0,,,
8.5,0,0,0,0,,,
8.4,0,0,0,0,,,
9.2,0,0,0,0,,,
9.2,0,0,0,0,,,
9.2,0,0,0,0,,,
8.3,0,0,0,0,,,
7.7,0,0,0,0,,,
7.6,0,0,0,0,,,
7.8,0,0,0,0,,,
7.9,0,0,0,0,,,
7.8,0,0,0,0,,,
8.1,0,0,0,0,,,
8,0.01,0.02,3.9,-74.1,,,
8.3,0.01,0.09,15.4,-64.7,,,
8.7,0,0.17,26,-53.7,,,
9.5,0,0.22,35,-40.1,,,
10.4,0.04,0.37,41.5,-23.2,,,
9.8,0.06,0.51,44.3,-3.4,,,
9.1,0.06,0.5,42.9,16.9,,,
8.8,0.06,0.43,37.5,34.9,,,
8.8,0.16,0.45,29.2,49.5,,,
8.1,0.11,0.24,19.1,61.3,,,
6.8,0.06,0.08,7.8,71.1,,,
6,0,0,0,0,,,
4.6,0,0,0,0,,,
3.8,0,0,0,0,,,
3,0,0,0,0,,,
1.6,0,0,0,0,,,
2.5,0,0,0,0,,,
1.2,0,0,0,0,,,
1.4,0,0,0,0,,,
1,0,0,0,0,,,
1.2,0,0,0,0,,,
1.7,0,0,0,0,,,
1.9,0,0,0,0,,,
1,0,0,0,0,,,
1.7,0.16,0.06,4.2,-74.4,,,
2,0.24,0.24,15.7,-65,,,
2.9,0.64,0.48,26.3,-54,,,
4,0.63,0.67,35.3,-40.3,,,
5.4,2.28,0.37,41.8,-23.4,,,
5.8,2.3,0.39,44.7,-3.4,,,
6.1,1.54,0.65,43.2,17,,,
6.8,1.25,0.63,37.8,35.1,,,
6.5,0.84,0.54,29.5,49.8,,,
6.2,0.16,0.27,19.3,61.6,,,
6,0.16,0.1,8,71.4,,,
5.6,0,0,0,0,,,
5,0,0,0,0,,,
5.1,0,0,0,0,,,
4.6,0,0,0,0,,,
4.3,0,0,0,0,,,
3.9,0,0,0,0,,,
4.8,0,0,0,0,,,
5,0,0,0,0,,,
5.3,0,0,0,0,,,
4.9,0,0,0,0,,,
4.8,0,0,0,0,,,
3.9,0,0,0,0,,,
4,0,0,0,0,,,
3.8,0.19,0.06,4.4,-74.7,,,
3.7,0.24,0.25,15.9,-65.3,,,
4.4,1.05,0.46,26.6,-54.2,,,
5.1,0.33,0.63,35.6,-40.5,,,
5,0.78,0.8,42.2,-23.5,,,
4.5,0.58,0.86,45,-3.4,,,
5.6,0.44,0.82,43.6,17.2,,,
5,1.86,0.47,38.1,35.4,,,
5.3,1.42,0.46,29.7,50.1,,,
4.9,1.8,0.23,19.5,61.9,,,
3.6,0.16,0.1,8.2,71.7,,,
3.1,0,0,0,0,,,
1.9,0,0,0,0,,,
2,0,0,0,0,,,
2.1,0,0,0,0,,,
2.4,0,0,0,0,,,
2.3,0,0,0,0,,,
1.7,0,0,0,0,,,
1.2,0,0,0,0,,,
1.3,0,0,0,0,,,
1.4,0,0,0,0,,,
1.6,0,0,0,0,,,
1.5,0,0,0,0,,,
1.4,0,0,0,0,,,
0.9,0.09,0.05,4.6,-74.9,,,
1.3,0.09,0.19,16.2,-65.5,,,
1.7,0.14,0.38,26.9,-54.5,,,
2.1,0.14,0.54,35.9,-40.8,,,
2.2,0.22,0.71,42.5,-23.6,,,
3.3,0.63,0.86,45.4,-3.4,,,
3.9,0.22,0.74,43.9,17.4,,,
2.1,0.34,0.7,38.4,35.6,,,
3.2,0.21,0.48,30,50.4,,,
3.6,0.66,0.35,19.8,62.2,,,
1.3,0.1,0.1,8.4,72,,,
2.4,0,0,0,0,,,
1.4,0,0,0,0,,,
1.5,0,0,0,0,,,
1.4,0,0,0,0,,,
1,0,0,0,0,,,
0.9,0,0,0,0,,,
1.3,0,0,0,0,,,
1.4,0,0,0,0,,,
1.5,0,0,0,0,,,
1.5,0,0,0,0,,,
1.4,0,0,0,0,,,
0.8,0,0,0,0,,,
-0.6,0,0,0,0,,,
-0.2,0.24,0.06,4.9,-75.2,,,
1.1,0.32,0.27,16.5,-65.8,,,
2.7,0.19,0.42,27.1,-54.7,,,
3.9,0.56,0.69,36.3,-41,,,
6,2.25,0.38,42.9,-23.7,,,
6.5,0.54,0.87,45.8,-3.4,,,
6.2,0.95,0.82,44.3,17.5,,,
6.8,0.95,0.71,38.7,35.9,,,
7.4,1.41,0.46,30.2,50.7,,,
7.2,0.14,0.27,20,62.5,,,
6.3,0.16,0.11,8.6,72.4,,,
5.3,0,0.01,0,0,,,
4.9,0,0,0,0,,,
4.8,0,0,0,0,,,
4.7,0,0,0,0,,,
4.3,0,0,0,0,,,
4.2,0,0,0,0,,,
3.4,0,0,0,0,,,
3.2,0,0,0,0,,,
2.9,0,0,0,0,,,
2.6,0,0,0,0,,,
3,0,0,0,0,,,
2.8,0,0,0,0,,,
2.1,0,0,0,0,,,
2.7,0.17,0.06,5.2,-75.5,,,
3.1,0.15,0.23,16.8,-66.1,,,
4.5,1.7,0.36,27.5,-55,,,
4.2,0.96,0.66,36.6,-41.2,,,
5.4,1.19,0.74,43.2,-23.8,,,
4.8,0.12,0.69,46.2,-3.3,,,
6.1,0.4,0.83,44.6,17.7,,,
7.2,1.25,0.66,39,36.2,,,
6.2,0.54,0.57,30.5,51,,,
6.2,0.42,0.35,20.2,62.8,,,
5.5,0.68,0.14,8.8,72.7,,,
4.1,0,0.01,0,0,,,
2,0,0,0,0,,,
2,0,0,0,0,,,
1.4,0,0,0,0,,,
1.2,0,0,0,0,,,
0.9,0,0,0,0,,,
0.6,0,0,0,0,,,
0.6,0,0,0,0,,,
0.2,0,0,0,0,,,
0.6,0,0,0,0,,,
0.4,0,0,0,0,,,
0.9,0,0,0,0,,,
0.2,0,0,0,0,,,
0.1,0.18,0.07,5.4,-75.8,,,
0.7,0.18,0.25,17,-66.3,,,
2.2,0.82,0.5,27.8,-55.2,,,
3.3,1.57,0.54,36.9,-41.4,,,
4.9,0.47,0.82,43.6,-24,,,
4.6,1.31,0.77,46.5,-3.3,,,
6.8,0.46,0.85,45,17.9,,,
7.1,1.32,0.64,39.3,36.5,,,
7.3,1.89,0.36,30.8,51.3,,,
7.1,1.04,0.34,20.4,63.2,,,
6.6,1.28,0.13,9,73,,,
5.4,0,0.01,0,0,,,
3.9,0,0,0,0,,,
3,0,0,0,0,,,
1.9,0,0,0,0,,,
1.9,0,0,0,0,,,
1.2,0,0,0,0,,,
2.6,0,0,0,0,,,
1.3,0,0,0,0,,,
1.6,0,0,0,0,,,
1.9,0,0,0,0,,,
3.2,0,0,0,0,,,
2,0,0,0,0,,,
1.6,0,0,0,0,,,
0.7,0.16,0.07,5.7,-76,,,
2.5,0.97,0.29,17.3,-66.6,,,
3.8,2.06,0.29,28.1,-55.5,,,
5.2,2.22,0.34,37.3,-41.6,,,
6.2,1.23,0.74,44,-24.1,,,
7.9,0.12,0.7,46.9,-3.3,,,
7.6,0.3,0.81,45.3,18.1,,,
7.3,0.21,0.66,39.6,36.8,,,
7.9,0.14,0.45,31,51.7,,,
8.7,1.2,0.33,20.6,63.5,,,
7.3,0.38,0.14,9.2,73.3,,,
6.2,0,0.01,0,0,,,
4.1,0,0,0,0,,,
3.1,0,0,0,0,,,
2,0,0,0,0,,,
1.1,0,0,0,0,,,
0.2,0,0,0,0,,,
-0.2,0,0,0,0,,,
-0.7,0,0,0,0,,,
-1,0,0,0,0,,,
-1,0,0,0,0,,,
-1.2,0,0,0,0,,,
-1,0,0,0,0,,,
-0.8,0,0,0,0,,,
-0.8,0.05,0.05,5.9,-76.3,,,
0,0.03,0.16,17.6,-66.9,,,
0.5,0.03,0.25,28.4,-55.7,,,
0.9,0.02,0.33,37.6,-41.8,,,
1.5,0.03,0.36,44.4,-24.2,,,
2,0.02,0.38,47.3,-3.2,,,
1.4,0,0.39,45.7,18.3,,,
1.4,0.03,0.33,39.9,37.1,,,
0.9,0.02,0.27,31.3,52,,,
1.3,0.03,0.18,20.9,63.8,,,
1.4,0.06,0.09,9.4,73.7,,,
1.4,0,0.01,0,0,,,
0.8,0,0,0,0,,,
0.7,0,0,0,0,,,
1.1,0,0,0,0,,,
0.7,0,0,0,0,,,
1.2,0,0,0,0,,,
1.2,0,0,0,0,,,
1.2,0,0,0,0,,,
1,0,0,0,0,,,
0.8,0,0,0,0,,,
0.9,0,0,0,0,,,
0.9,0,0,0,0,,,
0.6,0,0,0,0,,,
0.3,1.04,0.1,6.2,-76.6,,,
2.4,1.9,0.19,17.9,-67.1,,,
3.8,2.32,0.23,28.7,-56,,,
4.7,2.46,0.27,38,-42,,,
5.7,2.51,0.3,44.7,-24.3,,,
